,sentence,sentiment,polarity,Sentiment_Type
24,KPK Tetapkan 8 Tersangka Kasus Suap Pembangunan SPAM pada Kementerian PUPR KPK menetapkan 8 orang tersangka terkait dengan dugaan penerimaan hadiah dan janji oleh pajabat Kementerian PUPR.,-0.025,0.15833333333333333,Negative
25,KPK Masih Periksa Intensif 20 Orang Hasil Tangkapan Kasus Korupsi Kementerian PUPR Jumlah uang yang diamankan sebanyak Rp500 juta dan 25.000 dolar SIngapura dan satu kardus uang kertas yang sedang dihitung.,0.0,0.0,Neutral
26,"Anak Buahnya Kena Operasi Tangkap Tangan KPK, Menteri PUPR Mengaku Sedih (Padahal), kami sudah diamanahi untuk melakukan pembangunan infrastruktur dengan sebaik-baiknya,"" ujar Basuki",0.1,0.4866666666666667,Positive
27,"4 Fakta OTT KPK di Kementerian PUPR, Penjelasan Menteri PUPR Basuki Hadimuljono Hingga Barang Bukti 4 Fakta OTT KPK di Kementerian PUPR, Penjelasan Menteri PUPR Basuki Hadimuljono Hingga Barang Bukti Uang Ratusan Juta, Simak Selengkapnya",0.25,0.2833333333333333,Positive
28,"Ditemani Seorang Staf, Irjen PUPR Sambangi KPK Inspektur Jenderal Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) Widiarto terlihat menyambangi Gedung KPK.",0.02500000000000001,0.2833333333333333,Positive
29,"Fakta-fakta OTT KPK di Kementerian PUPR, 20 Orang Ditangkap hingga Temuan Uang Ratusan Juta Komisi Pemberantasan Korupsi melakukan Operasi Tangkap Tangan (OTT) yang menyasar pejabat di Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR)",0.0,0.06666666666666667,Neutral
30,"Fakta OTT Kementerian PUPR: KPK Amankan 20 Orang, Uang Rp 500 Juta dan SGD 25 Ribu Komisi Pemberantasan Korupsi (KPK) mengonfirmasi kebenaran dari giat operasi tangkap tangan (OTT) di lingkungan Kementerian PUPR",-0.13333333333333333,0.6,Negative
31,BREAKING NEWS: Pejabat Kementerian PUPR Dikabarkan Terjaring OTT KPK Komisi Pemberantasan Korupsi (KPK) melakukan operasi tangkap tangan terhadap pejabat Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR).,0.0,0.06666666666666667,Neutral
32,"Politeknik PU Siap Dibuka Tahun 2019 Dalam penyelenggaraannya, Kementerian PUPR bekerjasama dengan Universitas Diponegoro.",0.06666666666666667,0.35555555555555557,Positive
33,"Jalani Sidang Lanjutan, Zainudin Hasan Terlihat Santai Bupati Lampung Selatan non aktif Zainudin Hasan sempat melaksanakan salat zuhur di musola komplek pengadilan Tipikor Tanjung Karang, Rabu 26 Desember",0.0787878787878788,0.5,Positive
34,Kementerian PUPR: Proyek Tol Serang-Panimbang Dipastikan Aman dari Terjangan Tsunami Gelombang tsunami menyapu wilayah Tanjung Lesung dan sekitarnya tak memengaruhi proyek Tol Serang-Panimbang,0.5,0.5,Positive
35,"Petang Ini, Menteri Basuki Hadimuljono Berangkat ke Pandeglang Basuki Hadimuljono mengatakan, pekerjaan di lapangan terus dilakukan dan akan dihentikan bilamana ada peringatan terjadinya air pasang",0.0,0.0,Neutral
36,Dalam Empat Tahun Kementerian PUPR Rampungkan 616 Km Tol Trans Jawa Kementerian Pekerjaan Umum dan Perumahan Rakyat dalam empat tahun (2015-2018) telah menyelesaikan 616 Km dari 1.150 Km Jalan Tol Trans Jawa,0.0,0.06666666666666667,Neutral
37,"Pengumuman Hasil SKD dan Peserta SKB CPNS Kemen-PUPR 2018, Unduh PDF dan Cek Namamu di Sini Simak hasil SKD dan SKB CPNS Kemen-PUPR 2018. Cek namamu dan unduf PDF-nya via link di bawah ini.",0.0,0.0,Neutral
38,"Empat Ruas Tol Trans Jawa yang Diresmikan Pagi Ini Masih Gratis Sampai Januari Tahun Depan ""Untuk empat ruas tol ini, saat masa operasional seperti ini masih dikenakan tarif Rp 0 sampai dengan Januari 2019,"" kata Basuki",0.07777777777777779,0.37777777777777777,Positive
39,"Giant Sea Wall Dinilai Solusi Atasi Banjir Rob Jakarta Menurut dia, proyek tanggul pantai tetap berjalan tapi sekarang kendali dibawah pemerintah pusat yakni Kementerian PUPR.",0.0,0.625,Neutral
40,17 Pemda Raih Penghargaan PUPR Tahun 2018 Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) memberikan Penghargaan PUPR tahun 2018 kepada 17 Pemerintah Provinsi Kabupaten-Kota.,0.2,0.13333333333333333,Positive
41,"Viral Video Horor 'Si Manis Jembatan Ancur', Kampanye Pemerintahan Jokowi Soal Pembangunan Video berdurasi 2 menit itu kental dengan nuansa horornya, dimana ada 'Si Manis' yang bergentayangan dan menghantui warga.",0.1333333333333333,0.5916666666666667,Positive
42,Kementerian PUPR Ingin Tarif Tol Trans Jawa di Vawah Rp 1.000 Per Km Tarif tol Trans Jawa setidaknya bisa memberikan keadilan dan efektif yang sama dengan kereta api.,-0.033333333333333326,0.20833333333333334,Negative
43,"Meniru di Seoul, Kementerian PUPR Akan Revitalisasi Sungai Kalimalang Kalimalang juga merupakan saluran yang dibangun untuk memasok air baku dari Waduk Jatiluhur, Purwakarta",-0.23076923076923078,0.46153846153846156,Negative
44,"Pakai Dana APBN 2019, Kementerian PUPR Akan Kebut Infrastruktur di Selatan Jabar Pembangunan infrastruktur selatan Jawa Barat akan bersumber dari dana Anggaran Pendapatan Belanja Negara 2019.",0.0,0.0,Neutral
45,"Tahun Depan, PUPR Revitaliasi Sungai Kalimalang Seperti di Seoul ""Kami bikin rekayasa teknik untuk estetika yang lebih baik, nanti beliau (Ridwan Kamil) yang mendesain. 2019 akan saya kerjakan,” ungkap Basuki",0.16666666666666666,0.16666666666666666,Positive
46,Kementerian PUPR Kebut Pembangunan Infrastruktur di Selatan Jawa Barat Pembangunan infrastruktur selatan Jawa Barat akan bersumber dari dana Anggaran Pendapatan Belanja Negara 2019,0.0,0.0,Neutral
47,"Penampakan Tanah di Jalur Puncak Bogor Retak Parah, Dirjen Bina Marga Lakukan Investigasi Hari menyebut, pengerjaan talud di kawasan Riung Gunung telah dilakukan sejak Juli 2018 lalu, pascabencana longsor yang terjadi di wilayah Puncak.",0.05000000000000002,0.5,Positive
48,"Menteri PUPR Benarkan Pernyataan Prabowo Subianto, Bundaran HI Bisa Tenggelam Tahun 2025 ""Mayoritas sedot air tanah semua (pemenuhan air di Jakarta),besar sekali, dan sudah lama juga orang tahu,"" papar Basuki Hadimuljono.",0.08333333333333336,0.4666666666666666,Positive
49,"Kementerian PUPR Optimis Program Satu Juta Rumah Tercapai Tahun Ini Hingga bulan November 2018, capaian program Satu Juta Rumah sudah sebanyak 968.000 unit.",0.0,0.0,Neutral
50,Kementerian PUPR Kembali Sertifikasi Pekerja Konstruksi kontraktor yang mengerjakan proyek konstruksi di atas Rp 100 miliar atau berisiko tinggi harus memiliki tenaga ahli K3.,0.08,0.31999999999999995,Positive
51,"Jembatan Cipatujah Putus, Kementerian PUPR Kirim Jembatan Bailey Kementerian PUPR bergerak cepat untuk memulihkan lalu lintas di Jembatan Cipatujah yang putus dengan mengirimkan jembatan Bailey",0.3333333333333333,0.5,Positive
52,Dua Tower Rusun Universitas Muhammadiyah Banjarmasin Rampung Desember 2018 Kedua Rusun UMB yang lokasinya bersebelahan diperuntukan sebagai hunian mahasiswa. Masing-masing Rusun memiliki tinggi 4 lantai dengan kamar tipe 24.,-0.025,0.125,Negative
53,Kementerian PUPR Lakukan Langkah Antisipasi Banjir Pada Musim Hujan 2018-2019 Upaya fisik dan non fisik telah dilakukan Ditjen SDA demi mengantisipasi potensi bencana banjir pada musim hujan 2018-2019.,0.037500000000000006,0.5107142857142857,Positive
54,Ini Langkah Kementerian PUPR Antisipasi Banjir Pada Musim Hujan 2018-2019 Musim hujan sudah mulai pada bulan Oktober dan puncak musim hujan pada umumnya akan terjadi pada bulan Januari-Februari 2019.,0.05000000000000002,0.5,Positive
55,Pemerintah Dorong Peningkatan Program Hibah Air Bersih Perkotaan Program tersebut dianggap memberikan efek positif kepada pengembangan sistem penyediaan air minum di kabupaten dan kota.,0.197979797979798,0.4151515151515152,Positive
56,Kementerian PUPR Lelang Dini 3.610 Paket Mulai November 2018 Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) akan memulai pelelangan dini untuk percepatan realisasi pelaksanaan kegiatan tahun 2019.,0.04,0.16666666666666666,Positive
57,"Tingkatkan Kualitas 9 Kawasan Permukiman Nelayan, Kementerian PUPR Anggarkan Rp 507 Miliar Kementerian PUPR terus mendorong akses universal untuk air minum yang aman dan terjangkau, sanitasi dan kebersihan lingkungan yang layak dan adil.",0.24,0.31333333333333335,Positive
58,"DPR Setujui Anggaran Kementerian PUPR 2019 Rp 110,7 Triliun Anggaran sebesar Rp 110,7 triliun untuk program pengelolaan sumber daya air (SDA) Rp 39,3 triliun termasuk pengendalian lumpur Sidoarjo",0.0,0.0,Neutral
59,"Hasil Seleksi Administrasi CPNS 2018 Kementerian PUPR telah Rilis, Cek Namamu di Sini! Kementerian PUPR telah mengumumkan hasil seleksi administrasi CPNS 2018. Download PDF-nya di sini. Apakah namamu tercantum?",0.0,0.0,Neutral
60,Proses Rehabilitasi dan Rekonstruksi Pasca Gempa NTB Terus Berjalan Kementerian PUPR secara bertahap terus menyelesaikan rehabilitasi dan rekonstruksi bangunan fasilitas publik serta rumah.,0.05,0.23333333333333334,Positive
61,Kementerian PUPR Tingkatkan Kerja Sama Pengelolaan Sumber Daya Air dengan Pemerintah China Kerjasama antara Pemerintah Indonesia dengan Pemerintah China dalam pembangunan infrastruktur Pekerjaan Umum dan Perumahan Rakyat telah berlangsung la,0.0,0.06666666666666667,Neutral
62,TPA Rawa Kucing Kota Tangerang Dapat Dikembangkan Sebagai PLTSa dan Wisata Edukasi Pengelolaan sampah yang ramah lingkungan menjadi isu dunia dengan diangkatnya Municipal Solid Waste Management sebagai tema Hari Habitat Dunia (HHD) 2,0.05416666666666665,0.19166666666666668,Positive
63,Kementerian PUPR Akan Bangun Hunian Sementara Warga Petobo dan Balaroa Pemulihan dilakukan secara bertahap yakni masa tanggap darurat dilanjutkan tahapan rehabilitasi dan rekonstruksi.,0.0,0.0,Neutral
64,"Komisi V Apresiasi Predikat WTP Kementerian PUPR Meski demikian, ia menilai ada sesuatu yang tidak masuk akal terkait anggaran yang diterima kementerian ini dari tahun ke tahunnya.",0.0,0.0,Neutral
65,"KemenPUPR Menyediakan Air Bersih dan Sanitasi, Pembersihan Kota Palu dan Donggala Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) fokus terhadap empat strategi tanggap darurat",0.12222222222222223,0.2777777777777778,Positive
66,"4 Strategi Tanggap Darurat Kementerian PUPR Penuhi Kebutuhan Korban Gempa Hal itu diantaranya membantu evakuasi korban, penyediaan prasarana sarana air bersih dan sanitasi, pembersihan kota dan pemulihan konektivitas.",0.18333333333333335,0.38333333333333336,Positive
67,4 Strategi Kementerian PUPR Pasca Gempa dan Tsunami Palu-Donggala Keempat fokus penanganan tanggap darurat bencana gempa dan tsunami di Sulawesi Tengah tersebut terus dimonitor pelaksanaannya oleh Menteri PUPR.,0.0,0.25,Neutral
68,"Kementerian PUPR Kirimkan Alat Berat, Peralatan Air Bersih dan Sanitasi ke Donggala-Palu Kementerian PUPR mengirimkan peralatan air bersih dan sanitasi serta tambahan alat bera tanggap darurat bencana Palu dan Donggala.",0.1777777777777778,0.6333333333333334,Positive
69,Kementerian PUPR Kirimkan Alat Berat dan Sanitasi di Palu Tim Kementerian PUPR juga telah melakukan survey lokasi-lokasi yang berpotensi sebagai sumber air baku para pengungsi,-0.1435897435897436,0.6538461538461539,Negative
70,"Atasi Banjir Semarang, Kementerian PUPR Targetkan Bendung Karet KBB Rampung Januari 2019 Kementerian PUPR melalui Balai Besar Wilayah Sungai (BBWS) Pemali Juana tengah menyelesaikan pembangunan sejumlah infrastruktur pengendali banjir",0.0,0.12777777777777777,Neutral
71,Generasi Milenial Dominasi Sayembara Desain Rumah Tapak dan Rusun Bersubsidi Kementerian PUPR Kementerian PUPR memberikan penghargaan kepada para pemenang Sayembara Desain Rumah Tapak dan Rumah Susun Bersubsidi 2018.,0.0,0.0,Neutral
72,"Integrasi Transaksi Tol JORR Berlaku Efektif 29 September 2018 Pukul 00.00 WIB Pemerintah terus mendorong terwujudnya sistem transportasi nasional yang efektif dan efisien untuk memperlancar mobilitas manusia, barang dan jasa.",0.39999999999999997,0.5666666666666668,Positive
73,"Kementerian PUPR Terus Tingkatkan Konektivitas Kawasan Perbatasan Kementerian PUPR ecara bertahap terus melanjutkan pembangunan jalan paralel perbatasan di Kalimantan, NTT, dan Papua.",0.0,0.03333333333333333,Neutral
74,"Ruas Tol Jembatan Suramadu Dipertimbangkan Jadi Jalan Non Tol Namun untuk menuju ke sana, pemerintah masih memerlukan pembahasan lebih dalam karena berkaitan dengan pengembalian investasi jembatan Suramadu.",0.0,0.0,Neutral
75,Kementerian PUPR dan Korean Water Tandatangani MoU Kerjasama Manajemen Sumber Daya Air Kunjungan kerja Menteri PUPR ke Republik Korea selama tiga hari (16-18 Sept 2018) semakin mempererat kerjasama kedua negara khususnya di bidang infras,0.0,0.75,Neutral
76,Kementerian PUPR dan Korea Water Sepakati Kerjasama Manajemen Sumber Daya Air Kementerian Pekerjaan Umum dan Perumahan Rakyat menyepakati kerja sama dengan lembaga Pemerintah Korea Selatan,0.0,0.06666666666666667,Neutral
77,Kementerian PUPR Terus Dorong Inovasi Teknologi Pembangunan Terowongan Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) terus mendorong inovasi teknologi terowongan.,0.0,0.06666666666666667,Neutral
78,"Tol JORR 2 Ditargetkan Beroperasi 2019, Memperlancar Mobilitas Komuter dan Memangkas Biaya Logistik Menteri PUPR Basuki Hadimuljono mengatakan rampungnya tol Jakarta Outer Ring Road 2 (JORR 2) akan memberikan manfaat bagi kelancara mobilitas komuter",0.0,0.0,Neutral
79,"Dukung Asian Para Games 2018, Kementerian PUPR Fokus Siapkan Wisma Atlet Kemayoran Kementerian PUPR tengah fokus untuk menyediakan berbagai kelengkapan dan fasilitas di Wisma Atlet Kemayoran menjelang Asian Para Games",0.0,0.16666666666666666,Neutral
80,"Sukses Mendukung Asian Games Panasonic Raih Penghargaan dari Kementerian PUPR di Auditorium Kementerian PUPR. Apresiasai yang dilakukan, atas kesuksesan penyelenggaraan event akbar tersebut",0.30833333333333335,0.3333333333333333,Positive
81,"Hunian Nyaman, Terjangkau, dan Sesuai Preferensi Kaum Milenial Jadi Tantangan Industri Properti Kementerian PUPR telah mengeluarkan sejumlah skema bantuan pembiayaan perumahan untuk memudahkan kaum milenial punya rumah",0.3,0.45555555555555555,Positive
82,Komnas HAM Rumuskan Parameter Kepatuhan Bersama Kementerian-kementerian Komisi Nasional Hak Asasi Manusia (Komnas HAM) bersama sejumlah kementrian lembaga mengelar pertemuan terkait tolak ukur kepatuhan di kantor Komnas HA,0.0,0.17500000000000002,Neutral
83,"Rupiah Melemah, Kementerian PUPR Tidak Akan Tunda Proyek Infrastruktur Menteri PUPR Basuki Hadimuljono memastikan proyek-proyek yang ditangani Kementerian PUPR tidak dihentikan",0.0,0.0,Neutral
84,"Kementerian PUPR Terus Intensifkan Sosialisasi dan Pendampingan Risha Kepada Masyarakat NTB Pasca kunjungan Presiden Joko Widodo meninjau penanganan bencana di Nusa Tenggara Barat, Kementerian PUPR mengintensifkan sosialisasi teknologi RISHA",0.0,0.0,Neutral
85,NTB Bangkit Kembali: Kementerian PUPR Rehabilitasi dan Rekonstruksi Fasilitas Publik Kementerian PUPR sudah memulai pembangunan Pasar seperti di Kecamatan Tanjung dan Pemenang agar perekonomian masyarakat cepat pulih.,0.08333333333333333,0.2833333333333333,Positive
86,Kementerian PUPR Mulai Rehabilitasi dan Rekonstruksi Fasilitas Publik di Lombok Kementerian PUPR juga membuat rumah sakit sementara agar pelayanan kesehatan bisa secara berangsur pulih seperti untuk kebutuhan pasien ICU,0.0,0.06666666666666667,Neutral
87,"Mengintip Galeri Sejarah Perjalanan Pembangunan Stadion Utama di Zona 5B SUGBK Di ruangan sekira berukuran 30x10 meter itu, pengunjung diberikan informasi pembangunan awal SUGBK",-0.07777777777777779,0.3111111111111111,Negative
88,"Kementerian PUPR Targetkan Capaian Program Satu Juta Rumah 2018 Lebih Tinggi dari Tahun Lalu Pada tahun 2015, capaian program satu juta rumah sebanyak 669.770 unit, tahun 2016 sebanyak 805.169 unit, dan tahun 2017 sebanyak 904.758 unit.",0.35,0.4133333333333333,Positive
89,Hari Perumahan Nasional 2018: Momentum Wujudkan Rumah Rakyat Berkualitas Dirjen Penyediaan Perumahan Khalawi Abdul Hamid mengatakan desain rumah tapak dan rumah susun juga akan mengusung kearifan lokal.,0.02500000000000001,0.25,Positive
90,Kementerian PUPR Dorong Penyelesaian Sengketa Konstruksi Melalui Dewan Sengketa Pada umumnya penyelesaian sengketa konstruksi berujung di arbitrase atau pengadilan yang seringkali menimbulkan ketidakpastian kepada salah satu pihak,0.05000000000000002,0.5,Positive
91,"Kementerian PUPR Latih Warga Bangun Rumah Tahan Gempa di Lombok PUPR telah melatih warga Lombok, Nusa Tenggara Barat untuk cara pembangunan rumah tahan gempa.",0.0,0.0,Neutral
92,Kementerian PUPR Lakukan Percepatan Pemulihan Pasca Gempa Lombok Kementerian PUPR segera menindaklanjuti indstruksi Presiden Jokowi agar penanganan tanggap darurat dapat dilaksanakan dengan baik,0.0,0.1,Neutral
93,"Tahun 2019, PSN di Kementerian PUPR Terus Dilanjutkan Peningkatan kualitas anggaran Kementerian PUPR tahun 2019 dilakukan dengan memprioritaskan pada belanja modal dan belanja barang berkarakter belanja m",0.0,0.0,Neutral
94,Teknologi Risha : Solusi Alternatif Rekonstruksi Rumah di Lombok Rumah Instan Sederhana Sehat (Risha) telah banyak diaplikasikan oleh para pengembang perumahan dan juga pada saat rekonstruksi rumah-rumah yang hancur,0.1,0.4809523809523809,Positive
95,Kementerian PUPR Fungsikan 15 Sumur Bor dan Pompa untuk Pengungsi Gempa Lombok Sebanyak 15 sumur bor dan pompa air tanah (PAT) dengan kapasitas 15 - 20 liter/detik.,0.0,0.375,Neutral
96,Kementerian PUPR Rampungkan Rekonstruksi Pasca Gempa Aceh Tahun 2016 Masjid dibangun di atas tanah seluas 4.635 meter persegi sebanyak dua lantai dilengkapi beberapa fasilitas,0.0,0.0,Neutral
97,Menteri PUPR: Rumah Rusak Akibat Gempa Lombok dapat Bantuan Rp 50 Juta per Unit Pemerintah akan memberikan bantuan sebesar Rp 50 juta untuk tiap unit rumah yang rusak akibat gempa,-0.125,0.375,Negative
98,"KemenPU PR Fokuskan Ketersediaan Air Bersih dan Sanitasi bagi Korban Bencana di Lombok Basuki Hadimuljono mengungkapkan, pihaknya memfokuskan ketersediaan air bersih dan sanitasi bagi korban bencana gempa di Lombok",0.3666666666666667,0.7000000000000001,Positive
99,"Kementerian PUPR Dukung Pengembangan Kebun Raya Jompie, Ikon Kota Parepare Kebun Raya Jompie kini menjadi ikon wisata di Kota Parepare, Sulawesi Selatan",0.0,0.0,Neutral
100,Tiga Tantangan Membangun Jalan Tol Layang Jakarta-Cikampek Herry Trisaputra Zuna menyebutkan ada tiga hal yang menjadi masalah dalam pembangunan tol termasuk pada pembangunan Jalan Tol Layang Jakarta-Cikampek.,0.0,0.0,Neutral
101,"Kementerian PUPR Bangun 5 Bendungan Baru di NTB Presiden Joko Widodo meresmikan selesainya pembangunan Bendungan Tanju di Kabupaten Dompu, Nusa Tenggara Barat, Senin (30/7/2018).",0.13636363636363635,0.45454545454545453,Positive
102,"Gelar Pelatihan Konstruksi, Warga Binaan Akan Dilibatkan Dalam Proyek Infrastruktur Nasional Dalam pelatihan tersebut, sebanyak 100 warga binaan mengikuti pelatihan dan keterampilan yang dipelajari",0.5,0.5,Positive
103,Anies Minta Staf Khusus Tak Perumit Opini Ia mengatakan saat ini yang dibutuhkan adalah kerja sama di lapangan antara Pemprov DKI Jakarta dan Kementerian PUPR.,0.17857142857142858,0.4857142857142857,Positive
104,"Rehabilitasi Bendung Tirtonadi untuk Pengendalian Banjir, Musim Kemarau Tampung Air 1 juta m3 Kementerian PUPR tengah menyelesaikan pembangunan sejumlah infrastruktur pengendali banjir di Kota Solo",-0.06666666666666665,0.6,Negative
105,"Diperintah Presiden, Kementerian PUPR Renovasi Rumah Lalu Muhammad Zohri Renovasi rumah tersebut sebagai apresiasi dari Presiden Joko Widodo karena telah mengharumkan nama Indonesia pada pentas atletik tingkat dunia.",0.5,1.0,Positive
106,"Polisi Beberkan Modus Penjambretan yang Dialami Pejabat Kementerian PUPR Kombes Pol Hengki Haryadi menerangkan, modus penjambretan yang dilakukan para pelaku ini berbeda-beda",0.8,0.9,Positive
107,"Pejabat Kementerian PUPR yang Jadi Korban Penjambretan di Kota Tua Telah Pulang dari Rumah Sakit Syarief menjadi korban penjambretan di kawasan Kota Tua, Tamansari, Jakarta Barat, Minggu (24/6/2018) lalu",0.1625,0.32916666666666666,Positive
108,Polisi Belum Dapat Izin Pihak Rumah Sakit Periksa Pejabat Kementerian PUPR Korban Penjambretan Dokter Rumah Sakit Medistra belum mengizinkan kepolisian memeriksa Syarief karena kondisinya masih lemah,-0.375,0.625,Negative
